Report ID,Title,Publish Date,Start Date,End Date,Summary,URL,Source Name,Source Description,Source City,Source State,Categories,Places,
22043,Thirsty Utah gets rain after long dry spell - Salt Lake Tribune (UT),07/05/2012, , ,,http://www.sltrib.com/sltrib/news/54434976-78/lake-rain-salt-mcinerney.html.csp,,good,Salt Lake City,UT,"Fire, General Awareness","Utah, Salt Lake City, UT",
22048,"Utah water situation grim, especially in the south - Salt Lake Tribune (UT)",06/06/2012, , ,,http://www.sltrib.com/sltrib/news/54256720-78/utah-snow-low-boats.html.csp,,good,Salt Lake City,UT,"Agriculture, Fire, General Awareness, Plants & Wildlife, Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality",Utah,
22224,"Sheep industry facing volatile prices, drought - Farm Forum (SD)",11/16/2012, , ,,"http://www.aberdeennews.com/farmforum/news/livestock/aan-ff.11-16-12.sheepindustry-20121116,0,1735725.story",,,Aberdeen,SD,Agriculture,Utah,
22605,Forecast calls for drought to continue - Vernal Express (UT),12/13/2012, , ,,"http://www.vernal.com/stories/Forecast-calls-for-drought-to-continue,3434072?content_source=&category_id=&search_filter=&user_id=&event_mode=&event_ts_from=&list_type=&order_by=&order_sort=&content_class=1&sub_type=&town_id=&page=",,Print,Vernal,UT,General Awareness,Utah,
23438,"Snow relieves, but does not end drought - Vernal Express (UT)",02/28/2013, , ,,"http://www.vernal.com/stories/Snow-relieves-but-does-not-end-drought,3716104",,Print,Vernal,UT,General Awareness,Utah,
23847,Utahs dry winter makes water gurus uneasy about summer - Salt Lake Tribune (UT),04/04/2013, , ,,http://www.sltrib.com/sltrib/news/56107852-78/utah-normal-dry-http.html.csp,,good,Salt Lake City,UT,"Fire, General Awareness, Water Supply & Quality",Utah,
23861,Utahs dry winter makes water gurus uneasy about summer - Salt Lake Tribune (UT),04/04/2013, , ,,http://www.sltrib.com/sltrib/news/56107852-78/utah-font-normal-http.html.csp,,good,Salt Lake City,UT,"General Awareness, Water Supply & Quality",Utah,
25341,Utah reservoirs are drying up - Salt Lake Tribune (UT),06/06/2013, , ,,http://www.sltrib.com/sltrib/news/56415686-78/font-percent-utah-june.html.csp,,good,Salt Lake City,UT,"Agriculture, Water Supply & Quality",Utah,
26353,Drought and heat plague Utah farmers and ranchers - Salt Lake Tribune (UT),07/30/2013, , ,,http://www.sltrib.com/sltrib/news/56659624-78/mcmullin-utah-douglas-percent.html.csp,,good,Salt Lake City,UT,Agriculture,Utah,
26451,Rewind: Utah news you may have missed over the weekend - Salt Lake Tribune (UT),08/12/2013, , ,,http://www.sltrib.com/sltrib/news/56718531-78/sltrib-utah-com-http.html.csp,,good,Salt Lake City,UT,"Agriculture, Relief, Response & Restrictions",Utah,
26547,"Editorial: Save water, stop fires - Salt Lake Tribune (UT)",08/21/2013, , ,,http://www.sltrib.com/sltrib/opinion/56754797-82/hell-sltrib-hot-http.html.csp,,good,Salt Lake City,UT,"General Awareness, Relief, Response & Restrictions, Water Supply & Quality","Utah, Weber County, UT, Ogden, UT",
26591,Dry conditions continue through state - Richfield Reaper (UT),07/09/2013, , ,Many locations in southern Utah have gone 40 to 60 days without more than a trace of precipitation.,http://www.richfieldreaper.com/news/local/article_76283180-e8d8-11e2-9d0e-001a4bcf887a.html,,good,Richfield,UT,"General Awareness, Plants & Wildlife, Water Supply & Quality",Utah,
28895,"Utah forecast: A brief break from the storms, and then more snow - Salt Lake Tribune (UT)",02/10/2014, , ,,http://www.sltrib.com/sltrib/news/57522512-78/snow-utah-weather-storms.html.csp,,good,Salt Lake City,UT,General Awareness,Utah,
30301,"As Western range suffers, should Utah cull wildlife? - Salt Lake Tribune (UT)",05/19/2014, , ,,http://www.sltrib.com/sltrib/news/57944641-78/wildlife-elk-utah-board.html.csp,,good,Salt Lake City,UT,Plants & Wildlife,Utah,
30363,"Wildfire season is already here, Utah experts say - Salt Lake Tribune (UT)",05/22/2014, , ,,http://www.sltrib.com/sltrib/news/57976672-78/utah-fire-drought-season.html.csp,,good,Salt Lake City,UT,"Fire, General Awareness","Utah, Salt Lake County, UT",
30783,Drought brings disaster declaration for all of Utah - Salt Lake Tribune (UT),06/25/2014, , ,,http://www.sltrib.com/sltrib/politics/58113366-90/counties-disaster-utah-declaration.html.csp,,good,Salt Lake City,UT,"Agriculture, Relief, Response & Restrictions",Utah,
30923,Junes precipitation slim throughout southern Utah - Richfield Reaper (UT),07/10/2014, , ,,http://www.richfieldreaper.com/news/local/article_f0dab684-06df-11e4-b4f9-0019bb2963f4.html,,good,Richfield,UT,General Awareness,Utah,
31081,"Utah forecast: Hot, dry breezy; then hotter, drier and gusty - Salt Lake Tribune (UT)",07/22/2014, , ,,http://www.sltrib.com/sltrib/news/58209796-78/utah-com-forecast-http.html.csp,,good,Salt Lake City,UT,General Awareness,Utah,
31415,"Summer rain offers slight reprieve, but drought conditions remain - KSTU-FOX 13 (UT)",08/06/2014, , ,,http://fox13now.com/2014/08/06/summer-rain-offers-slight-reprieve-but-drought-conditions-remain/,,,Salt Lake City,UT,"Business & Industry, General Awareness, Relief, Response & Restrictions, Water Supply & Quality",Utah,
33132,Evacuation order lifted for Herriman fire - Salt Lake Tribune (UT),06/30/2012, , ,,http://www.sltrib.com/sltrib/news/54408524-78/fire-saturday-homes-acres.html.csp,,good,Salt Lake City,UT,Fire,Utah,
33178,"Utah forecast: Nice weather, for a camel - Salt Lake Tribune (UT)",06/20/2012, , ,,http://www.sltrib.com/sltrib/news/54339953-78/utah-weather-degrees-exception.html.csp,,good,Salt Lake City,UT,"Fire, General Awareness, Relief, Response & Restrictions",Utah,
33179,"Utah wildfire forces 9,000 residents out of their homes - Salt Lake Tribune (UT)",06/22/2012, , ,,http://www.sltrib.com/sltrib/news/54356138-78/fire-friday-utah-homes.html.csp,,good,Salt Lake City,UT,"Fire, Relief, Response & Restrictions",Utah,
34376,Utah officials hope for wet spring but prepare for worst - seattlepi.com (WA),03/22/2015, , ,,http://www.seattlepi.com/news/science/article/UT-water-managers-hope-for-wet-spring-but-prepare-6151563.php,,Seattle Post-Intelligencer,Seattle,WA,"General Awareness, Plants & Wildlife, Water Supply & Quality",Utah,
34470,Warm and dry conditions greet those trying to solve Utah's water woes - Salt Lake City Deseret Morning News (UT),03/16/2015, , ,,http://www.deseretnews.com/article/865624307/Warm-and-dry-conditions-greet-those-trying-to-solve-Utahs-water-woes.html,,updated 20200520,Salt Lake City,UT,"General Awareness, Water Supply & Quality",Utah,
34705,Utah official: ‘We’re expecting a bad fire season’ - Salt Lake Tribune (UT),04/19/2015, , ,,http://www.sltrib.com/news/2382213-155/utah-official-were-expecting-a-bad,,good,Salt Lake City,UT,"Fire, Relief, Response & Restrictions","Utah, Sevier County, UT, Wasatch County, UT",
35248,Drought scourges Utah farms - Los Angeles Times (CA),05/30/2015, , ,,http://www.latimes.com/nation/la-na-utah-drought-20150530-story.html,,good,Los Angeles,CA,"Agriculture, Relief, Response & Restrictions, Water Supply & Quality",Utah,
35250,Herbert issues executive order on water conservation - Salt Lake City Deseret Morning News (UT),06/04/2015, , ,,http://www.deseretnews.com/article/865630030/Herbert-issues-executive-order-on-water-conservation.html,,updated 20200520,Salt Lake City,UT,"Relief, Response & Restrictions, Water Supply & Quality",Utah,
35510,Utah's May rain helps; drought still looms - KSL-TV NBC 5 (UT),05/29/2015, , ,,http://www.ksl.com/?sid=34835698&nid=148&fm=most_popular&s_cid=popular-8,,updated 20200528,Salt Lake City,UT,"Relief, Response & Restrictions, Water Supply & Quality","Utah, Summit County, UT, Provo, UT",
36538,"Despite trend of late-summer rain, drought continues in Utah - Salt Lake Tribune (UT)",09/12/2015, , ,,http://www.sltrib.com/staff/?ID=114,,good,Salt Lake City,UT,General Awareness,Utah,
37207,Northern Utah water year is off to slow start - Salt Lake City Deseret Morning News (UT),11/04/2015, , ,,http://www.deseretnews.com/article/865640647/Northern-Utah-water-year-is-off-to-slow-start.html,,updated 20200520,Salt Lake City,UT,General Awareness,"Utah, Box Elder County, UT, Cache County, UT, Carbon County, UT, Daggett County, UT, Davis County, UT, Duchesne County, UT, Emery County, UT, Grand County, UT, Juab County, UT, Morgan County, UT, Rich County, UT, Salt Lake County, UT, Sanpete County, UT, Sevier County, UT, Summit County, UT, Tooele County, UT, Utah County, UT, Wasatch County, UT, Weber County, UT",
39083,"Warm, dry February melting hopes for great water year - Salt Lake City Deseret Morning News (UT)",03/03/2016, , ,,http://www.deseretnews.com/article/865649127/Warm-dry-February-melting-hopes-for-great-water-year.html,,updated 20200520,Salt Lake City,UT,"General Awareness, Water Supply & Quality",Utah,
42847,Is Utah's drought over? It depends on whom you ask - Salt Lake Tribune (UT),06/02/2016, , ,,http://www.sltrib.com/news/3962296-155/utahs-drought-may-be-over-?fullpage=1,,good,Salt Lake City,UT,"General Awareness, Water Supply & Quality",Utah,
44014,Fires threatening communities around West - Reno Gazette-Journal (NV),06/17/2016, , ,,http://www.rgj.com/story/news/2016/06/17/fires-threatening-communities-around-west/86029862/,,updated 20200615,Reno,NV,Fire,"Navajo County, AZ, Santa Barbara County, CA, Bernalillo County, NM, Chilili, NM, Utah",
45073,"Water report: Utah’s thirsty, and getting thirstier - Salt Lake Tribune (UT)",09/08/2016, , ,,http://www.sltrib.com/news/4330984-155/water-report-utahs-thirsty-and-getting,,good,Salt Lake City,UT,"General Awareness, Water Supply & Quality","Utah, Beaver County, UT, Box Elder County, UT, Cache County, UT, Carbon County, UT, Daggett County, UT, Davis County, UT, Duchesne County, UT, Emery County, UT, Garfield County, UT, Grand County, UT, Iron County, UT, Juab County, UT, Kane County, UT, Millard County, UT, Morgan County, UT, Piute County, UT, Rich County, UT, Salt Lake County, UT, San Juan County, UT, Sanpete County, UT, Sevier County, UT, Summit County, UT, Tooele County, UT, Uintah County, UT, Utah County, UT, Wasatch County, UT, Washington County, UT, Wayne County, UT, Weber County, UT",
66475,"Despite recent rainfall, Utah needs more storms to put dent in state's drought - KSL-TV NBC 5 (UT)",10/17/2016, , ,,http://www.ksl.com/?sid=41889325&nid=148&title=despite-recent-rainfall-utah-needs-more-storms-to-put-dent-in-states-drought,,updated 20200528,Salt Lake City,UT,"General Awareness, Water Supply & Quality","Utah, Beaver County, UT, Box Elder County, UT, Cache County, UT, Carbon County, UT, Daggett County, UT, Davis County, UT, Duchesne County, UT, Emery County, UT, Garfield County, UT, Grand County, UT, Iron County, UT, Juab County, UT, Kane County, UT, Millard County, UT, Morgan County, UT, Piute County, UT, Rich County, UT, Salt Lake County, UT, San Juan County, UT, Sanpete County, UT, Sevier County, UT, Summit County, UT, Tooele County, UT, Uintah County, UT, Utah County, UT, Wasatch County, UT, Washington County, UT, Wayne County, UT, Weber County, UT",
79625,"Drought, then winter conditions could reduce number of buck deer hunting permits in Utah - Salt Lake Tribune (UT)",03/22/2017, , ,,http://www.sltrib.com/blogs/fishing/5090303-155/drought-then-winter-conditions-could-reduce,,good,Salt Lake City,UT,"Plants & Wildlife, Tourism & Recreation","Utah, Beaver County, UT, Box Elder County, UT, Cache County, UT, Carbon County, UT, Daggett County, UT, Davis County, UT, Duchesne County, UT, Emery County, UT, Garfield County, UT, Grand County, UT, Iron County, UT, Juab County, UT, Kane County, UT, Millard County, UT, Morgan County, UT, Piute County, UT, Rich County, UT, Salt Lake County, UT, San Juan County, UT, Sanpete County, UT, Sevier County, UT, Summit County, UT, Tooele County, UT, Uintah County, UT, Utah County, UT, Wasatch County, UT, Washington County, UT, Wayne County, UT, Weber County, UT",
83293,Deer buck permits to see slight reduction - Buckmasters Whitetail Magazine (AL),05/23/2017, , ,,http://www.buckmasters.com/Hunting/Hunting-News/Articles/ID/3102/Deer-buck-permits-to-see-slight-reduction,,,Montgomery,AL,"Plants & Wildlife, Tourism & Recreation","Utah, Beaver County, UT, Box Elder County, UT, Cache County, UT, Carbon County, UT, Daggett County, UT, Davis County, UT, Duchesne County, UT, Emery County, UT, Garfield County, UT, Grand County, UT, Iron County, UT, Juab County, UT, Kane County, UT, Millard County, UT, Morgan County, UT, Piute County, UT, Rich County, UT, Salt Lake County, UT, San Juan County, UT, Sanpete County, UT, Sevier County, UT, Summit County, UT, Tooele County, UT, Uintah County, UT, Utah County, UT, Wasatch County, UT, Washington County, UT, Wayne County, UT, Weber County, UT",
90973,"Utah struggles to recover from recession, four-year drought impacts - Price Sun Advocate (UT)",01/23/2003, , ,,http://www.sunad.com/archives/utah-struggles-to-recover-from-recession-four-year-drought-impacts/article_a6a2c4f1-89b3-5e07-8b30-2645c4797806.html,,,Price,UT,"Agriculture, Plants & Wildlife, Relief, Response & Restrictions",Utah,
90974,Utah faces worst drought since Great Depression - USA Today (VA),03/07/2002, , ,,https://usatoday30.usatoday.com/weather/news/2002/2002-03-07-utah-drought.htm,,Internet,McLean,VA,"General Awareness, Relief, Response & Restrictions, Water Supply & Quality",Utah,
93714,Governor Declares Drought Disaster - KSL-TV NBC 5 (UT),05/22/2003, , ,,http://tv.ksl.com/index.php?sid=29696&nid=5&template=print,,updated 20200528,Salt Lake City,UT,"Relief, Response & Restrictions, Water Supply & Quality",Utah,
93718,Rains Fail to Quench Drought - Salt Lake Tribune (UT),05/09/2003, , ,,http://www.sltrib.com/2003/May/05092003/utah/utah.asp?display=print,,good,Salt Lake City,UT,"General Awareness, Water Supply & Quality",Utah,
94151,"Crews hem in GlenAnna Fire, brace for more flames and smoke - Salt Lake Tribune (UT)",06/21/2012, , ,,http://www.sltrib.com/sltrib/news/54348632-78/fire-thursday-utah-east.html.csp,,good,Salt Lake City,UT,"Fire, Relief, Response & Restrictions","Utah, Cottonwood Heights, UT, Draper, UT, Herriman, UT, Holladay, UT, Salt Lake City, UT, Sandy, UT, West Valley City, UT, Sevier County, UT, Utah County, UT, Provo, UT",
95172,"Hot, dry West means firing guns can start blazes - Seattle Times (WA)",06/25/2012, , ,,https://www.seattletimes.com/nation-world/hot-dry-west-means-firing-guns-can-start-blazes/,,Print,Seattle,WA,"Fire, Tourism & Recreation",Utah,
95178,"Hot, dry West means firing guns can start blazes - Craig Daily Press (CO)",06/22/2012, , ,,http://www.craigdailypress.com/news/2012/jun/22/hot-dry-west-means-firing-guns-can-start-blazes/,,not listed,Craig,CO,"Fire, Tourism & Recreation",Utah,
95736,Utah faces worst drought since Great Depression - USA Today (VA),03/07/2002, , ,,http://www.usatoday.com/weather/news/2002/2002-03-07-utah-drought.htm,,Internet,McLean,VA,"General Awareness, Water Supply & Quality",Utah,
98443,"'The worst snow pack in recent memory,' farmers in big trouble warn water officials - kutv.com (UT)",01/05/2018, , ,,http://kutv.com/news/local/the-worst-snow-pack-in-recent-memory-farmers-in-big-trouble-warn-water-officials,,,Salt Lake City,UT,Water Supply & Quality,"Utah, Washington County, UT",
98453,Snow totals indicate drought conditions – Southern Utah having driest year since 1977 - Richfield Reaper (UT),01/10/2018, , ,,http://www.richfieldreaper.com/news/local/article_3839352e-f637-11e7-9867-7f6ab1fed504.html,,good,Richfield,UT,"General Awareness, Water Supply & Quality","Utah, Beaver County, UT, Carbon County, UT, Duchesne County, UT, Emery County, UT, Garfield County, UT, Grand County, UT, Iron County, UT, Juab County, UT, Kane County, UT, Millard County, UT, Piute County, UT, Salt Lake County, UT, San Juan County, UT, Sanpete County, UT, Sevier County, UT, Tooele County, UT, Uintah County, UT, Utah County, UT, Wasatch County, UT, Washington County, UT, Wayne County, UT",
103935,Dry conditions continue to worsen - Richfield Reaper (UT),07/03/2012, , ,,http://www.richfieldreaper.com/news/local/article_40f3aa12-cacf-11e1-a6a8-001a4bcf887a.html,,good,Richfield,UT,"General Awareness, Plants & Wildlife, Water Supply & Quality","Utah, Sevier County, UT",
108050,'We are expecting things to burn': Officials urge caution as fireworks sales begin - KSL-TV NBC 5 (UT),06/22/2018, , ,,https://www.ksl.com/?sid=46347935&nid=148,,updated 20200528,Salt Lake City,UT,"Fire, Relief, Response & Restrictions","Utah, Parowan, UT, West Jordan, UT, Provo, UT",
112158,Drought Digs In Despite Rainy Episodes - KUER-FM 90.1 (UT),08/27/2018, , ,,http://kuer.org/post/drought-digs-despite-rainy-episodes,,,Salt Lake City,UT,"Agriculture, General Awareness, Plants & Wildlife, Water Supply & Quality","Utah, San Juan County, UT, Sanpete County, UT",
113812,"Utah copes with drying streams, dying animals as drought tightens its grip — with no relief in sight - Salt Lake Tribune (UT)",09/11/2018, , ,,https://www.sltrib.com/news/environment/2018/09/10/utah-copes-with-drying/,,good,Salt Lake City,UT,"Agriculture, Fire, Plants & Wildlife, Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Utah, Box Elder County, UT, Carbon County, UT, Emery County, UT, Grand County, UT, San Juan County, UT, Wayne County, UT",
113821,State officials meet for first time in a decade to address Utah drought - kutv.com (UT),09/10/2018, , ,,https://kutv.com/news/local/six-utah-counties-declare-emergency-disaster-state-for-exceptional-drought-conditions,,,Salt Lake City,UT,"Agriculture, General Awareness, Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality","Utah, Box Elder County, UT, Carbon County, UT, Emery County, UT, Grand County, UT, San Juan County, UT, Sanpete County, UT, Wayne County, UT",
114071,Drought prompts emergecy meeting - moabtimes (UT),09/13/2018, , ,,http://moabtimes.com/view/full_story/27599855/article-Drought-prompts-emergecy-meeting?instance=special_coverage_bullets_rightcolumn,,updated 20200430,Moab,UT,"General Awareness, Relief, Response & Restrictions, Water Supply & Quality",Utah,
114072,Drought conditions prompt emergency meeting of Utah officials - KSL-TV NBC 5 (UT),09/10/2018, , ,,http://www.ksl.com/article/46389074/drought-conditions-prompt-emergency-meeting-of-utah-officials,,updated 20200528,Salt Lake City,UT,"Agriculture, General Awareness, Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality",Utah,
