Report ID,Title,Publish Date,Start Date,End Date,Summary,URL,Source Name,Source Description,Source City,Source State,Categories,Places,
102912,New Mexico counties designated as drought disaster areas - Santa Fe New Mexican (NM),04/04/2018,04/03/2018, ,,http://www.santafenewmexican.com/news/briefs/new-mexico-counties-designated-as-drought-disaster-areas/article_7c5df67d-1e7d-5739-875a-ecc52850ecfa.html,,good,Santa Fe,NM,"Agriculture, Relief, Response & Restrictions","New Mexico, Bernalillo County, NM, Catron County, NM, Chaves County, NM, Cibola County, NM, Colfax County, NM, Curry County, NM, DeBaca County, NM, Dona Ana County, NM, Eddy County, NM, Grant County, NM, Guadalupe County, NM, Harding County, NM, Hidalgo County, NM, Lea County, NM, Lincoln County, NM, Los Alamos County, NM, Luna County, NM, McKinley County, NM, Mora County, NM, Otero County, NM, Quay County, NM, Rio Arriba County, NM, Roosevelt County, NM, San Juan County, NM, San Miguel County, NM, Sandoval County, NM, Santa Fe County, NM, Sierra County, NM, Socorro County, NM, Taos County, NM, Torrance County, NM, Union County, NM, Valencia County, NM",
102099,"Fire Season 2018: Hotter, faster fires expected this year - ABQJournal Online (NM)",03/18/2018,01/01/2018,03/15/2018,,https://www.abqjournal.com/1147413/hotter-faster-fires-expected-this-year.html,,not listed,Albuquerque,NM,"Fire, General Awareness","New Mexico, Chaves County, NM, Eddy County, NM, Lincoln County, NM, Otero County, NM, Union County, NM",
102564,New Mexico officials: Be prepared for a severe fire season - Bryan-College Station Eagle (TX),03/27/2018,01/01/2018,03/27/2018,,http://www.theeagle.com/news/nation/new-mexico-officials-be-prepared-for-a-severe-fire-season/article_a6ee411e-3dc1-5820-a4fb-c27498e2d2dc.html,,good,Bryan,TX,"Fire, General Awareness, Relief, Response & Restrictions",New Mexico,
123578,More trees dying in New Mexico - Santa Fe New Mexican (NM),03/25/2019,01/01/2018,12/31/2018,,https://www.santafenewmexican.com/news/local_news/more-trees-dying-in-new-mexico/article_d813b3d9-bd08-5859-a2f9-34cf6b0f16bf.html,,good,Santa Fe,NM,Plants & Wildlife,New Mexico,
43984,Governor urges fireworks ban - Portales News-Tribune (NM),06/14/2016,06/06/2016, ,,http://www.pntonline.com/2016/06/14/governor-urges-fireworks-ban/,,Print,Portales,NM,"Fire, Relief, Response & Restrictions","New Mexico, Bernalillo County, NM, Catron County, NM, Chaves County, NM, Cibola County, NM, Colfax County, NM, Curry County, NM, DeBaca County, NM, Dona Ana County, NM, Eddy County, NM, Grant County, NM, Guadalupe County, NM, Harding County, NM, Hidalgo County, NM, Lea County, NM, Lincoln County, NM, Los Alamos County, NM, Luna County, NM, McKinley County, NM, Mora County, NM, Otero County, NM, Quay County, NM, Rio Arriba County, NM, Roosevelt County, NM, San Juan County, NM, San Miguel County, NM, Sandoval County, NM, Santa Fe County, NM, Sierra County, NM, Socorro County, NM, Taos County, NM, Torrance County, NM, Union County, NM, Valencia County, NM",
39366,New Mexico saw its driest March in 122 years - ABQJournal Online (NM),04/07/2016,03/01/2016,03/31/2016,,http://www.abqjournal.com/752873/news/new-mexico-saw-its-driest-march-in-122-years.html,,not listed,Albuquerque,NM,General Awareness,New Mexico,
33583,Governors forum examines droughts impacts on tourism - Santa Fe New Mexican (NM),01/28/2015,01/28/2015, ,,http://www.santafenewmexican.com/news/local_news/governors-forum-examines-drought-s-impacts-on-tourism/article_d9e0180d-7b75-53be-8627-c325627b508d.html,,good,Santa Fe,NM,"Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality",New Mexico,
35843,Future unsure for troubled New Mexico green chile production - My San Antonio.com (TX),07/29/2015,01/01/2015,12/31/2015,,http://www.mysanantonio.com/news/texas/article/Future-unsure-for-troubled-New-Mexico-green-chile-6411495.php,,good,San Antonio,TX,Agriculture,New Mexico,
30009,Three-pronged approach helps city meet water needs - Santa Fe New Mexican (NM),05/05/2014,05/01/2014, ,,http://www.santafenewmexican.com/news/local_news/tapping-sources-helps-city-meet-water-needs-amid-drought/article_b3fdcf76-1155-5e39-87d1-a4fdfa7a79f8.html,,good,Santa Fe,NM,"General Awareness, Water Supply & Quality","New Mexico, Santa Fe, NM",
29794,NM water issues to be hammered out at town hall - El Paso Times (TX),04/15/2014,04/15/2014, ,,http://www.elpasotimes.com/newmexico/ci_25567998/nm-water-issues-be-hammered-out-at-town,,good,El Paso,TX,"General Awareness, Relief, Response & Restrictions, Water Supply & Quality",New Mexico,
29796,Town hall grapples with water issues - ABQJournal Online (NM),04/16/2014,04/15/2014,04/16/2014,,http://www.abqjournal.com/384629/news/town-hall-grapples-with-water-issues.html,,not listed,Albuquerque,NM,"Society & Public Health, Water Supply & Quality",New Mexico,
29811,New Mexico town hall yields water recommendations - Las Cruces Sun-News (NM),04/16/2014,04/15/2014,04/16/2014,,http://www.lcsun-news.com/las_cruces-news/ci_25580128/new-mexico-town-hall-yields-water-recommendations,,updated 20200421,Las Cruces,NM,"General Awareness, Relief, Response & Restrictions, Water Supply & Quality","New Mexico, Albuquerque, NM",
29323,Wall of dust hits dry West Texas - Abilene Reporter-News (TX),03/12/2014,03/11/2014,03/11/2014,,http://www.reporternews.com/news/2014/mar/12/wall-of-dust-hits-dry-w-texas/,,good,Abilene,TX,"General Awareness, Society & Public Health","New Mexico, Andrews County, TX, Armstrong County, TX, Brewster County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Crane County, TX, Crockett County, TX, Culberson County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Ector County, TX, El Paso County, TX, Glasscock County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Howard County, TX, Hudspeth County, TX, Hutchinson County, TX, Jeff Davis County, TX, Lipscomb County, TX, Loving County, TX, Martin County, TX, Midland County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Pecos County, TX, Potter County, TX, Presidio County, TX, Randall County, TX, Reagan County, TX, Reeves County, TX, Roberts County, TX, Sherman County, TX, Terrell County, TX, Upton County, TX, Val Verde County, TX, Ward County, TX, Wheeler County, TX, Winkler County, TX",
28661,NM delegation secures drought assistance for Otero County - El Paso Times (TX),01/16/2014,01/15/2014, ,,http://www.elpasotimes.com/newmexico/ci_24929666/nm-delegation-secures-drought-assistance-otero-county,,good,El Paso,TX,"Agriculture, Relief, Response & Restrictions","New Mexico, Otero County, NM",
33686,"Solid 2014 reported for crops; peanuts, winter wheat drop - Clovis News Journal (NM)",02/04/2015,01/01/2014,12/31/2014,,http://www.cnjonline.com/2015/02/04/solid-2014-reported-for-crops-peanuts-winter-wheat-drop/,,may not exist - goes to The Eastern New Mexico News (not listed),Clovis,NM,Agriculture,New Mexico,
32798,Snowfall raises hopes at NM ski resorts - ABQJournal Online (NM),11/19/2014,11/01/2013,04/30/2014,,http://www.abqjournal.com/498355/news/snowfall-raises-hopes-at-nm-ski-resorts.html,,not listed,Albuquerque,NM,Tourism & Recreation,New Mexico,
27063,Ranchers forced to sell off cattle - KOB-TV NBC 4 (NM),09/09/2013,09/09/2013, ,,http://www.kob.com/article/stories/S3154379.shtml?cat=500,,Updated 20200513,Albuquerque,NM,Agriculture,New Mexico,
26951,New Mexico starts campaign to encourage water conservation - El Paso Times (TX),09/02/2013,08/30/2013, ,,http://www.elpasotimes.com/newmexico/ci_23990440/new-mexico-starts-campaign-encourage-water-conservation,,good,El Paso,TX,"Relief, Response & Restrictions, Water Supply & Quality",New Mexico,
25492,"Mesilla may crack down on fireworks, even aerials - Las Cruces Sun-News (NM)",06/11/2013,06/11/2013, ,,http://www.lcsun-news.com/las_cruces-news/ci_23437446/mesilla-may-crack-down-fireworks-even-aerials,,updated 20200421,Las Cruces,NM,"Fire, Relief, Response & Restrictions","New Mexico, Mesilla, NM",
25493,NM Gov. Susana Martinez urging local fireworks restrictions - Las Cruces Sun-News (NM),06/11/2013,06/11/2013, ,,http://www.lcsun-news.com/las_cruces-news/ci_23436581/nm-gov-susana-martinez-urging-local-fireworks-restrictions,,updated 20200421,Las Cruces,NM,"Fire, Relief, Response & Restrictions",New Mexico,
25494,NM governor urges local fireworks restrictions - Las Cruces Sun-News (NM),06/11/2013,06/11/2013, ,,http://www.lcsun-news.com/dona_ana_news/ci_23436802/nm-governor-urging-local-fireworks-restrictions,,updated 20200421,Las Cruces,NM,"Fire, Relief, Response & Restrictions",New Mexico,
25495,NM governor urging local fireworks restrictions - Carlsbad Current-Argus (NM),06/11/2013,06/11/2013, ,,http://www.currentargus.com/ci_23436802/nm-governor-urging-local-fireworks-restrictions,,,Carlsbad,NM,"Fire, Relief, Response & Restrictions",New Mexico,
25809,Growing fire makes matters worse for NM ranchers - Houston Chronicle (TX),06/25/2013,05/26/2013,06/25/2013,,http://www.chron.com/news/science/article/Growing-fire-makes-matters-worse-for-NM-ranchers-4620486.php,,good,Houston,TX,"Agriculture, Fire","New Mexico, Grant County, NM, Rio Arriba County, NM, San Miguel County, NM, Sierra County, NM",
25533,The heat's on state parks - El Paso Times (TX),06/14/2013,05/25/2013,05/27/2013,,http://elpasotimes.typepad.com/newmexico/2013/06/the-heats-on-state-parks.html,,good,El Paso,TX,"Tourism & Recreation, Water Supply & Quality",New Mexico,
24504,New Mexico to impose fire restrictions for all counties - Las Cruces Sun-News (NM),05/03/2013,05/08/2013, ,,http://www.lcsun-news.com/las_cruces-news/ci_23167939/new-mexico-impose-fire-restrictions-all-counties,,updated 20200421,Las Cruces,NM,"Fire, Relief, Response & Restrictions",New Mexico,
23738,Agency imposes smoking ban on state-owned land - Santa Fe New Mexican (NM),03/26/2013,03/25/2013, ,,http://www.santafenewmexican.com/news/briefs/article_ae5b7675-f595-5670-b4cb-f9766a338511.html,,good,Santa Fe,NM,"Fire, Relief, Response & Restrictions",New Mexico,
29510,New Mexico chile numbers down for 2013 - Sacramento Bee (CA),03/27/2014,01/01/2013,12/31/2013,,http://www.sacbee.com/2014/03/27/6274463/nm-chile-numbers-down-for-2013.html,,,Sacramento,CA,"Agriculture, Water Supply & Quality",New Mexico,
33173,NM governor to push for fireworks legislation - Farmington Daily Times (NM),06/22/2012,06/19/2012, ,,http://www.daily-times.com/farmington-news/ci_20918944/nm-governor-push-fireworks-legislation,,not listed,Farmington,NM,"Fire, Relief, Response & Restrictions",New Mexico,
18454,Governor makes statewide drought declaration - Clovis News Journal (NM),05/15/2012,05/15/2012, ,,http://www.cnjonline.com/news/governor_makes_statewide_drought_declaration.html,,may not exist - goes to The Eastern New Mexico News (not listed),Clovis,NM,"Agriculture, Relief, Response & Restrictions, Society & Public Health",New Mexico,
18771,Goal is to keep blaze north of Piedra River - Durango Herald (CO),05/31/2012,05/13/2012, ,,http://durangoherald.com/article/20120530/NEWS01/705309926/0/s/Goal-is-to-keep-blaze-north-of-Piedra-River,,updated 20200324,Durango,CO,"Fire, Society & Public Health","Archuleta County, CO, Montrose County, CO, New Mexico, Catron County, NM, Grant County, NM",
17196,Governor signs hay transport bill - Clovis News Journal (NM),02/14/2012,02/14/2012, ,,http://www.cnjonline.com/news/bill-46746-martinez-hay.html,,may not exist - goes to The Eastern New Mexico News (not listed),Clovis,NM,"Agriculture, Relief, Response & Restrictions",New Mexico,
17204,"Legislative roundup, Feb. 15, 2012 - Santa Fe New Mexican (NM)",02/15/2012,02/14/2012, ,,http://www.santafenewmexican.com/Local%20News/Legislative-roundup--Feb--15--2012,,good,Santa Fe,NM,"Agriculture, Relief, Response & Restrictions",New Mexico,
12995,S.F. National Forest to impose fire restrictions - Santa Fe New Mexican (NM),05/18/2011,05/20/2011, ,,http://www.santafenewmexican.com/Local%20News/S-F--National-Forest-to-impose-fire-restrictions,,good,Santa Fe,NM,"Fire, General Awareness, Relief, Response & Restrictions",New Mexico,
12191,BLM joins other agencies enacting fire restrictions - Carlsbad Current-Argus (NM),04/15/2011,04/13/2011, ,,http://www.currentargus.com/ci_17860271,,,Carlsbad,NM,"Fire, Relief, Response & Restrictions",New Mexico,
17818,Game Commission to hear proposed hunting changes - Santa Fe New Mexican (NM),04/05/2012,04/01/2011,03/31/2012,,http://www.santafenewmexican.com/Local%20News/Game-Commission-to-hear-proposed-hunting-changes-,,good,Santa Fe,NM,Plants & Wildlife,New Mexico,
12450,Severe dry conditions spark more wildfires - Santa Fe New Mexican (NM),04/22/2011,01/01/2011,04/22/2011,,http://www.santafenewmexican.com/SantaFeNorthernNM/Dry-conditions-spark-hundreds-of-wildfires,,good,Santa Fe,NM,"Fire, General Awareness",New Mexico,
16809,Dry forecast holds little promise for New Mexico - Las Cruces Sun-News (NM),01/19/2012,01/01/2011,12/31/2011,,http://www.lcsun-news.com/las_cruces-news/ci_19777707,,updated 20200421,Las Cruces,NM,"Agriculture, General Awareness",New Mexico,
16257,NM ski season off to stellar start despite drought - Atlanta Journal-Constitution (GA),11/28/2011,11/01/2010,03/01/2011,,http://www.ajc.com/travel/nm-ski-season-off-1243532.html,,updated,Atlanta,GA,"Business & Industry, General Awareness, Tourism & Recreation","New Mexico, Lincoln County, NM, Mora County, NM, Taos County, NM",
16258,NM ski season off to stellar start despite drought - Palm Beach Post (FL),11/28/2011,11/01/2010,03/01/2011,,http://www.palmbeachpost.com/accent/travel/nm-ski-season-off-to-stellar-start-despite-1999026.html?printArticle=y,,good,Palm Beach,FL,"Business & Industry, General Awareness, Tourism & Recreation",New Mexico,
16259,No complaints from NM ski areas as Mother Nature helps with dusting of snow on holiday weekend - Washington Post (DC),11/28/2011,11/01/2010,03/01/2011,,http://www.washingtonpost.com/lifestyle/travel/no-complaints-from-nm-ski-areas-as-mother-nature-helps-with-dusting-of-snow-on-holiday-weekend/2011/11/28/gIQABufV5N_story.html,,Print,Washington,DC,"Business & Industry, General Awareness, Tourism & Recreation",New Mexico,
4279,Forester urges caution with fireworks,07/01/2009,07/01/2009, ,,http://www.currentargus.com/carlsbad-communitynews/ci_12737439,,,Carlsbad,NM,Fire,New Mexico,
981,Return of the Southwest savanna,01/17/2009,01/17/2009, ,,http://www.santafenewmexican.com/HealthandScience/Return-of-the-savanna,,good,Santa Fe,NM,Plants & Wildlife,New Mexico,
30011,USDA: Drought taking toll on New Mexico farms - Santa Fe New Mexican (NM),05/04/2014,01/01/2007,12/31/2011,,http://www.santafenewmexican.com/news/local_news/usda-drought-taking-toll-on-new-mexico-farms/article_9fc81644-b25b-5525-b1cf-c1a286035a94.html,,good,Santa Fe,NM,"Agriculture, General Awareness",New Mexico,
30145,Drought plows into NM farmers net income - ABQJournal Online (NM),05/12/2014,01/01/2007,12/31/2011,,http://www.abqjournal.com/398406/biz/drought-plows-into-nm-farmers-net-income.html,,not listed,Albuquerque,NM,"Agriculture, General Awareness, Relief, Response & Restrictions",New Mexico,
3610,Clouds may stay through weekend; sun should shine on Memorial Day (6 p.m.),05/21/2009, , ,,http://www.lcsun-news.com/ci_12423230,,updated 20200421,Las Cruces,NM,General Awareness,New Mexico,
4979,Feds agree to review status of rare NM species,08/12/2009, , ,,http://www.lcsun-news.com/new_mexico-news/ci_13044498,,updated 20200421,Las Cruces,NM,Plants & Wildlife,New Mexico,
6614,"Selection, care of fresh-cut Christmas trees is even more important this year",11/20/2009, , ,,http://www.currentargus.com/carlsbad-communitynews/ci_13829127,,,Carlsbad,NM,Plants & Wildlife,New Mexico,
6670,Increased tree deaths linked to higher temps,11/30/2009, , ,,http://www.daily-times.com/farmington-news/ci_13894080,,not listed,Farmington,NM,Plants & Wildlife,New Mexico,
11211,Forest-fire season taking on early heat - Santa Fe New Mexican (NM),03/02/2011, , ,,http://www.santafenewmexican.com/Local%20News/Forest-fire-season-taking-on-early-heat-,,good,Santa Fe,NM,Fire,New Mexico,
11533,Defensible space protects property from wildfire - Las Cruces Sun-News (NM),03/24/2011, , ,,http://www.lcsun-news.com/new_mexico-news/ci_17686930,,updated 20200421,Las Cruces,NM,"Fire, Relief, Response & Restrictions",New Mexico,
11696,Fire risks increase with strong winds - Las Cruces Sun-News (NM),03/29/2011, , ,,http://www.lcsun-news.com/ci_17722509,,updated 20200421,Las Cruces,NM,Fire,New Mexico,
11971,State's water-supply forecast glum - Santa Fe New Mexican (NM),04/06/2011, , ,,http://www.santafenewmexican.com/Local%20News/State-s-water-supply-forecast-glum,,good,Santa Fe,NM,"Fire, Water Supply & Quality",New Mexico,
11992,Recent rain fails to cut drought threat - Santa Fe New Mexican (NM),04/08/2011, , ,,http://www.santafenewmexican.com/SantaFeNorthernNM/Rain-fails-to-cut-drought-threat,,good,Santa Fe,NM,"Fire, General Awareness, Relief, Response & Restrictions",New Mexico,
12188,Counties facing dry season - Clovis News Journal (NM),04/17/2011, , ,,http://www.cnjonline.com/news/dry-42899-counties-march.html,,may not exist - goes to The Eastern New Mexico News (not listed),Clovis,NM,"Agriculture, Fire, General Awareness, Relief, Response & Restrictions","New Mexico, Curry County, NM, Roosevelt County, NM",
12561,Senate energy panel to hold field hearing in NM - Santa Fe New Mexican (NM),04/26/2011, , ,,http://www.santafenewmexican.com/Local%20News/Senate-energy-panel-to-hold-field-hearing-in-NM,,good,Santa Fe,NM,General Awareness,"New Mexico, Santa Fe, NM",
12675,NM officials say drought won't dampen summer fun - Farmington Daily Times (NM),05/05/2011, , ,,http://www.daily-times.com/ci_18001859,,not listed,Farmington,NM,"Fire, General Awareness, Relief, Response & Restrictions, Tourism & Recreation",New Mexico,
12677,NM officials say drought won't dampen summer fun - Las Cruces Sun-News (NM),05/05/2011, , ,,http://www.lcsun-news.com/las_cruces-news/ci_17999713,,updated 20200421,Las Cruces,NM,"Fire, General Awareness, Relief, Response & Restrictions, Water Supply & Quality",New Mexico,
12751,La Nina Brings Flood Risks and Drought to the West - New York Times (NY),05/08/2011, , ,,http://www.nytimes.com/aponline/2011/05/08/us/AP-US-La-Ninas-Extremes.html?ref=us,,updated 20200515,New York,NY,Fire,New Mexico,
12760,N.M. officials say drought won't dampen summer fun - Santa Fe New Mexican (NM),05/06/2011, , ,,http://www.santafenewmexican.com/Local%20News/N-M--officials-say-drought-won-t-dampen-summer-fun,,good,Santa Fe,NM,"Fire, General Awareness, Relief, Response & Restrictions, Tourism & Recreation",New Mexico,
12848,State: Water sports OK amid low flows - Santa Fe New Mexican (NM),05/10/2011, , ,,http://www.santafenewmexican.com/Local%20News/State--Water-sports-OK-amid-low-flows,,good,Santa Fe,NM,"Fire, General Awareness",New Mexico,
13109,NM Congressman Seeks Drought Assistance - Carlsbad Current-Argus (NM),05/25/2011, , ,,http://www.currentargus.com/ci_18135968,,,Carlsbad,NM,"Agriculture, Relief, Response & Restrictions",New Mexico,
13131,NM Congressman Seeks Drought Assistance - Las Cruces Sun-News (NM),05/24/2011, , ,,http://www.lcsun-news.com/las_cruces-news/ci_18128031,,updated 20200421,Las Cruces,NM,"Agriculture, Relief, Response & Restrictions",New Mexico,
13133,NM congressman seeks drought assistance - Farmington Daily Times (NM),05/24/2011, , ,,http://www.daily-times.com/farmington-news/ci_18129814,,not listed,Farmington,NM,"Agriculture, Relief, Response & Restrictions",New Mexico,
13320,"Fireworks, open fires, smoking banned on State Trust Lands until further notice - Carlsbad Current-Argus (NM)",06/22/2011, , ,"All fireworks, smoking and open fires were prohibited on State Trust lands in New Mexico until further notice.",http://www.currentargus.com/carlsbad-community/ci_18334075,,,Carlsbad,NM,"Fire, Relief, Response & Restrictions",New Mexico,
13325,Las Cruces Sun-News - Las Cruces Sun-News (NM),06/22/2011, , ,"New Mexico Governor Susana Martinez made a plea June 22, 2011, for residents and visitors to help prevent wildfires. More restrictions were placed on public lands and firefighters battled blazes north of Santa Fe and along the border with Arizona.So far this fiscal year, she said, 791 fires, more than 640,000 acres have burned and 100 structures have been destroyed, including about 40 homes. The cost of fighting the fires is expected to exceed $15 million, she said. The Lincoln National Forest and the Santa Fe National Forest were closed.",http://www.lcsun-news.com/las_cruces-news/ci_18331386,,updated 20200421,Las Cruces,NM,Fire,New Mexico,
13328,New Mexico governor warns of dire fire situation - El Paso Times (TX),06/22/2011, , ,New Mexico governor makes plea for fire prevention.,http://www.elpasotimes.com/newmexico/ci_18334082,,good,El Paso,TX,Fire,New Mexico,
13495,"NM drought spurs wildfires, hurting farmers - Las Cruces Sun-News (NM)",06/01/2011, , ,"Albuquerque and Roswell experienced the driest January-May period since 1892, while New Mexico as a whole was enduring its third driest year on record.",http://www.lcsun-news.com/dona_ana_news/ci_18181456,,updated 20200421,Las Cruces,NM,"Agriculture, Fire, General Awareness, Relief, Response & Restrictions","New Mexico, Albuquerque, NM, Roswell, NM",
13579,Drought of 'epic proportions' drains N.M. ranchers' wallets - Farmington Daily Times (NM),06/01/2011, , ,,http://www.daily-times.com/ci_18182238,,not listed,Farmington,NM,"Agriculture, Fire, General Awareness, Plants & Wildlife, Relief, Response & Restrictions, Society & Public Health","New Mexico, Albuquerque, NM, Roswell, NM",
13586,"New Mexico drought spurs wildfires, hurts farmers - Las Cruces Sun-News (NM)",06/01/2011, , ,,http://www.lcsun-news.com/las_cruces-news/ci_18182273,,updated 20200421,Las Cruces,NM,"Agriculture, Fire, General Awareness, Plants & Wildlife, Relief, Response & Restrictions, Society & Public Health",New Mexico,
13588,"New Mexico drought spurs wildfires, hurts farmers - Santa Fe New Mexican (NM)",06/01/2011, , ,,http://www.santafenewmexican.com/Local%20News/New-Mexico-drought-spurs-wildfires--hurts-farmers-,,good,Santa Fe,NM,"Agriculture, Fire, General Awareness, Relief, Response & Restrictions, Society & Public Health",New Mexico,
13797,Feds declare 16 NM counties disaster areas - KOB-TV NBC 4 (NM),07/13/2011, , ,,http://www.kob.com/article/stories/S2197524.shtml?cat=504,,Updated 20200513,Albuquerque,NM,"Agriculture, Relief, Response & Restrictions",New Mexico,
14226,Southern NM fire season is driest in 16 years - Las Cruces Sun-News (NM),06/13/2011, , ,,http://www.lcsun-news.com/las_cruces-news/ci_18260937,,updated 20200421,Las Cruces,NM,"Fire, Relief, Response & Restrictions","New Mexico, Silver City, NM, Luna County, NM, Columbus, NM, Deming, NM",
14655,Living with wildlife - Santa Fe New Mexican (NM),08/24/2011, , ,,http://www.santafenewmexican.com/Scoop/Living-with-wildlife,,good,Santa Fe,NM,Plants & Wildlife,New Mexico,
14678,Bears going urban - Scranton Times & Tribune (PA),08/27/2011, , ,,http://thetimes-tribune.com/news/health-science/bears-going-urban-1.1194141,,updated 20200615,Scranton,PA,Plants & Wildlife,New Mexico,
15173,New Mexico faces record drought despite late rains - Las Cruces Sun-News (NM),09/15/2011, , ,,http://www.lcsun-news.com/dona_ana_news/ci_18901913,,updated 20200421,Las Cruces,NM,General Awareness,"New Mexico, Santa Fe, NM",
15219,New Mexico faces record drought despite late rains (11:08 a.m.) - Las Cruces Sun-News (NM),09/15/2011, , ,,http://www.lcsun-news.com/las_cruces-news/ci_18901590,,updated 20200421,Las Cruces,NM,General Awareness,New Mexico,
